"","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct65up","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","PctKidsBornNeverMar","NumImmig","PctImmigRec10","PctRecImmig10","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccMedVal","RentMedian","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","murders","rapes","robberies","assaults","burglaries","larcenies","autoTheft","arsons","ViolentCrimesPerPop","nonViolPerPop"
"116",11511,2.75,1.48,97.16,0.48,1.36,14.78,8.7,43937,83.68,1.65,52.41,22.19,3.92,21.45,48647,17355,17476,15225,9357,6285,886,13822,3.77,4.83,14.9,16.83,5.94,63.95,32.24,22.3,18.49,25.01,7.83,24.96,10.05,3.11,83.62,81.64,85.84,80.61,53.45,62.6,1.37,2.11971158022761,11.07,0.23,0.89,3.52,2.87,2.75,2.84,2.1,89.87,1.36,27.54,3,123,97.15,86.77,0.81,44.72,1970,0.43,0.16,67800,404,468,16.8,14,12.7,2.12,80.51,61.07,92.24,96.12,37,311.3,0.16,0,1387.7087531138,330,150,788,867,168,50,16225.4257068352,1018
"117",11354,2.41,0.24,98.74,0.54,0.47,13.26,16.88,20472,62.83,0.53,46.94,40,10.47,21.74,28264,11451,11522,0,6549,4101,2,8412,13.45,11.96,25.5,13.06,9.29,51.64,18.1,27.49,16.83,25.14,9.13,26.79,11.77,3,71.39,70.75,81.59,77.2,60.03,68.64,1.42,1.29469790382244,13.61,0.18,0.47,3.22,2.14,2.36,2.49,2.08,72.64,1,39.74,3,288,94.24,68.92,0.69,38.89,1944,4.84,0.7,37600,246,286,27.9,17.7,14.8,1.29,86.81,56.46,82.88,92.36,8.8,1289.1,1.07,0,1070.203066672,131,101,13,989,138,154,11469.1127943632,1445
"118",1630553,2.64,28.09,52.69,4.12,27.63,14.4,7.54,26261,82.75,0.84,32.14,17.9,7.06,9.26,30248,14261,19817,8366,12239,12250,1216,7021,20.74,14.21,29.52,25.09,8.18,63.67,11.72,22.81,13.13,27.81,12.72,36.66,17.35,3.33,64.89,59.42,75.35,66.39,57.29,64.15,6.91,17.8083141118381,58.02,10.33,8.38,9.93,6.3,2.6,2.78,2.47,47.55,11.72,62.65,2,109558,84.92,44.59,12.67,41.88,1969,8.45,0.82,58000,328,390,23.6,19.9,13.4,17.81,56.97,45.36,82.72,89.76,559.3,2915.3,6.54,446,14,1003.1766596604,262.286666666667,369,1137,292,33,105.820744638602,1770
"119",19749,2.56,1.13,97.1,1.49,0.75,12.75,14.36,49858,79.1,0.71,65.71,27.82,1.95,16.86,61182,25940,26036,25090,17500,21115,1771,13876,2.59,1.47,5.07,53.18,2.54,61.21,7.84,34.63,2.55,51.5,4.85,21.69,10.2,3,85.56,85.96,93.53,83.02,57.72,63.97,0.6,2.94192110992962,37.01,1.09,0.56,2.45,1.82,2.53,2.67,2.1,79.78,0.48,25.82,3,324,95.97,75.69,0.62,31.48,1969,0.23,0.29,134500,398,500,23.9,17.3,10.8,2.94,59.62,51.65,77.7,86.18,9.1,2158.8,0,0,2,353,2,515,308,275,2447.183516,1017,17951.2052053269
"120",77010,2.87,7.31,77.8,3.47,18.93,13.77,9.34,35554,82.27,0.54,43.14,23.42,4.98,12.35,41190,13929,15473,8865,9447,10473,1486,7421,7.83,12.01,25.97,18.3,5.37,69.12,28,20.32,21.14,23.09,9.11,31.33,12.06,3.34,76.27,72.51,85.12,77.83,66.87,74.65,3.12,12.8671601090767,56.76,7.3,6.98,9,6.45,2.79,2.89,2.62,64.59,7.14,52.4,2,1071,96.17,62.3,3.55,32.59,1960,4.79,0.3,96800,434,501,23.7,22.2,13.7,12.87,64.58,46.06,71.66,88.67,22.7,3388.3,3.2,8,1876.6529647,11,220,797,570,252,71,2747.24446786132,1043
"121",53418,2.76,0.82,97.6,1.26,1.86,14,15.01,55752,78.41,0.75,64.8,30.55,2.55,20.14,65070,26895,27083,17948,17288,17807,774,18958,3.61,5.24,13.43,40.91,4.16,61.91,16.45,28.67,6.37,42.91,5.29,31.6,8.23,3.04,85.36,84.54,96.21,80.48,49.2,62.96,0.46,7.89059867460407,22.75,1.8,0.7,3.3,2.69,2.63,2.69,2.38,82.21,0.64,26.09,3,833,95.88,80.31,0.36,51.02,1954,0.18,0.09,253600,769,895,26.6,23.5,15.1,7.89,51.13,63.77,83.14,85.58,31.1,1716.6,7.24,3,3,234,262.286666666667,620,118,384,101,940.294782033522,917
"122",25399,2.72,0.66,97.59,1.24,0.86,25.2,13.71,22497,73.06,1.43,47.71,33.02,5.56,13.6,31494,10756,10888,6074,8322,3765,1159,4900,17.15,11.45,23.05,22.56,6.14,58.98,25.79,27.59,17.4,23.53,6.02,45.66,7.47,2.97,75.21,75.29,78.47,81.25,77.22,82.18,2.33,1.76778613331234,63.92,1.13,0.42,3.61,2.23,2.36,2.54,2.05,68.49,1.81,53.83,2,348,96.41,63.6,2.01,33.33,1939,3.52,0.3,50400,285,320,27.8,17.3,12.6,1.77,62.25,46.25,68.14,83.03,12.3,2065.6,1.47,0,1355.045985267,131,26,89,189,368,101,5953.17132669396,1558
"123",46561,2.92,2.87,87.21,8,5.46,14.01,3.91,49475,94.18,0.26,51.16,10.12,2.05,7.06,53292,19072,19589,15920,12966,16024,392,13098,2.02,3.29,9.7,33.52,2.86,77.95,20.1,17.46,9.63,32.4,6.72,29.95,10.02,3.37,85.75,85.22,93.75,85.41,57.73,68.75,1.09,12.39019780503,42.78,5.3,2.96,5.22,3.99,2.91,3.11,2.35,78.9,2.81,35.16,3,684,95.88,73.83,1.02,31.58,1974,0.74,0.13,133800,638,693,25.9,21.8,11.5,12.39,61.19,46.69,78.27,85.87,19.4,2406,3.51,0,2186.0829176419,154,408,308,1416,508,10,5902.11317978974,479
"124",20586,2.62,0.16,98.09,1.15,1.37,13.01,13.04,41129,77.93,0.19,52.97,29.19,4.36,25.34,47847,17341,17385,5000,19622,17640,772,7894,4.21,5.57,17.8,18.27,4.54,60.04,25.38,23.39,11.82,25.51,6.45,26.56,10.11,3.06,81.68,80.79,87.82,84.71,58.79,66.13,0.92,4.25531914893617,14.84,0.63,0.74,3.13,2.39,2.6,2.76,2.06,81.66,1.23,34.29,3,224,97.23,76.91,0.89,22.32,1959,0.84,0.33,81400,384,436,24,16.1,13,4.26,75.62,66.73,93.8,96.38,7.6,2721.6,0.66,0,2909.8453814129,206,101,587,741,341,122,15626.3741446269,301
"125",10092,2.63,0.23,98.84,0.83,0.71,11.05,15.76,66844,76.57,1.02,74,34.43,1.81,21.2,78324,40584,40841,10000,0,26657,2,34520,1.33,1.52,4.07,62.14,2.86,55.72,16.65,37.35,2.09,54.94,3.84,22.58,7.32,3.03,87.75,88.64,98.39,84.76,40.12,49.23,0,6.27229488703924,8.06,0.51,0.37,2.93,2.29,2.63,2.65,2.28,96.12,0.23,13.76,3,110,97.21,95.52,0,31.82,1945,0,0.18,174900,636,721,22.5,19.7,13.6,6.27,70.82,69.66,89.21,95.3,2.8,3609.4,2.57,0,47.0843268254,265,26,283,484,215,2,3350.02305613753,425
"126",11041,2.81,0.72,96.34,2.15,1.21,11.63,4.04,43929,93.09,0.21,50.41,11.36,1.99,8.59,48159,16652,16752,16480,25606,11594,145,9975,2.7,1.61,6.8,29.74,4.34,79.76,21.72,19.8,10,31.85,8.42,25.32,12.03,3.24,80.65,81.85,90.28,87.17,76.97,77.17,1.14,1.82954442532379,26.24,0.48,0.41,3.75,2.83,2.81,2.91,2.29,87.38,1.89,41.46,3,106,97.37,84.48,0.94,19.81,1981,0.97,0.12,96700,502,538,21.8,22.9,13.7,1.83,77.91,43.73,77.3,91.75,7.5,1462.5,1.36,0,3706.6139673806,131,258,462,135,240,3,37094.5925856408,133
"127",18405,2.53,17.79,80.27,0.43,1.81,13.25,12.97,25716,73.4,0,35.57,31,11.32,19.46,35180,13377,14477,8850,10912,1633,346,11031,11.85,8.57,27.33,12.81,8.95,52.37,22.97,26.29,18.47,18.94,13.11,40.41,16.53,3.08,62.17,57.7,67.82,67.52,60.83,63.07,5.34,2.6079869600652,15.42,0.4,0.52,5.76,3.43,2.34,2.64,1.96,63.26,2.94,57.38,2,440,94.31,56.17,3.41,27.5,1952,5.23,0.52,54800,342,379,28.2,20,14.7,2.61,75.85,58.4,86.86,95.34,4.4,4217.5,1.53,1,1773.2682874956,334,116,287,1253,341,140,12085.1306030731,1409
"128",39788,2.48,3.31,95.22,1.19,0.92,12.01,9.08,44747,87.49,0.83,59.35,18.17,1.24,13.97,53472,21961,22322,15652,2959,15766,403,23288,3.04,0.93,5.76,45.77,2.42,70.72,8.23,28.5,3.7,45.09,6.93,23.59,11.47,2.97,84.41,84.43,94.07,86.33,64.43,70.02,0.49,2.4027344928119,33.16,0.8,0.67,2.32,1.67,2.46,2.77,1.99,68.12,0.74,38.43,3,974,94.28,60.63,0.51,17.45,1976,0.36,0.07,112700,413,488,19.6,17,11.4,2.4,58.01,43.63,68.07,82.48,24.7,1610.3,0.04,2,145,271,315,407,133,78,413.6857382,631,2592.95701769378
"129",15624,2.77,0.72,97.66,1.02,1.38,13.79,9.2,36906,86,0.59,52.82,21.88,1.87,15.27,42160,15018,15296,14877,4628,5218,1264,10262,3.67,5.87,17.23,21.89,3.4,70.42,24.96,22.78,17.59,27.4,6.32,25.15,9.15,3.2,83.48,84.95,85.25,88.02,59.09,69.25,1.86,3.03379416282642,22.57,0.68,0.56,4.92,3.72,2.74,2.97,2.14,78.17,1.35,39.84,3,228,96.12,72.12,0,17.54,1972,0.34,0.2,78600,423,450,20.4,17.8,12.5,3.03,82.45,55.1,81.62,94.02,7.8,2002.1,0.17,2,771.113198358,353,4,865,988,253,79,7233.18739348438,817
"130",122700,2.51,17.85,74.61,1.8,7.98,13.59,8.84,26339,77.69,0.5,38.46,21.22,13.1,15.42,31587,12205,13415,9307,8842,5835,1368,7457,19.56,6.92,22.07,18.3,8.43,62.69,14.32,25.21,14.86,23.92,12.84,36.1,17.48,3.12,59.48,57.34,67.22,62.37,59.94,66.53,6.94,3.18663406682967,41.02,1.31,1.03,6.02,3.8,2.49,2.63,2.33,58.32,3.38,51.63,2,3153,93.93,55.41,5.65,32.16,1956,5.79,0.33,48100,355,398,27.1,18.1,13.5,3.19,73.63,48.5,81.47,92.1,34,3608.4,2.92,14,2829.5005738789,208,17,120,1049,552,171,2500.81546363399,1663
"131",11265,2.39,0.04,98.85,0.47,0.83,11.61,17.63,24091,71.82,2.64,51.14,36.74,5.88,12.88,30546,12032,12149,6820,5437,2180,1790,10185,11,12.48,23,15.97,4.67,59.85,27.3,23.44,19.26,24.25,7.88,21.94,10.2,2.94,78.26,78.61,75.3,87.16,67.62,79.43,1.39,0.763426542387927,6.98,0.05,0.06,2.91,1.91,2.33,2.54,1.81,78.51,0.78,42.31,3,272,94.55,72.27,1.1,48.9,1953,2.08,0.16,47600,222,268,22.9,19.8,13,0.76,72.91,59.13,85.23,93.95,14.9,755.9,0.25,0,900.9524013778,3,67,73,1011,268,79,8619.19575124545,1560
"132",13894,2.74,1.17,96.11,2.2,1.58,13.8,11.83,39735,79.51,0.85,49.27,27.64,4.84,18.44,50103,17860,17883,10511,11898,21794,208,8955,6.68,9.71,23.82,17.92,5.73,61.91,25.43,22.5,14.17,27.33,8.1,27.98,11.22,3.13,77.04,77.76,86.2,81.64,62.52,70.73,1.57,5.72909169425651,18.47,1.06,1.23,3.64,2.76,2.63,2.99,2,72.32,1.14,40.29,3,161,96.92,63.62,0,16.77,1966,1.11,0.13,83200,431,461,23,15.5,14.2,5.73,74.23,63.71,93.46,96.82,4.6,3041.6,0.86,1,1776.4589537669,2,3,483,502,306,2,12828.98340123,311
"133",37446,2.54,17.67,80.17,0.41,2.55,14.23,12.51,20830,68.73,0.37,31.72,30.91,16.76,17.39,25355,10410,11048,7887,6481,9158,1548,7182,24.71,9.08,28.48,10.77,11.02,53.44,22.35,22.65,19.43,19.41,15.04,33.47,18.69,3.12,54.76,52.97,56.89,64.39,55.92,65.28,6.57,1.71980985953106,21.58,0.37,0.39,6.52,4.18,2.47,2.6,2.31,58.67,2.4,48.01,3,966,93.84,55.81,4.24,36.85,1939,9.45,0.47,32100,283,338,27.6,17.3,13.7,1.72,75.77,50.34,83.6,91.17,11.4,3271,2.02,5,1400.5956793111,364,59,468,374,126,60,4883.28707822224,1584
"134",24453,2.49,4.27,94.32,1.07,1.06,12.06,16.19,27081,70.27,0.1,44.91,36.26,5.86,22.36,33344,15080,14697,12145,10680,60116,940,11760,10.68,7.35,23.48,17.35,7.1,54.14,20.58,28.43,15.72,26,8.13,26.17,10.88,3,78.4,76.87,87.17,75.7,49.49,55,1.15,3.68461947409316,20.64,0.76,0.4,3.65,2.61,2.48,2.66,2.03,76.21,1.13,38.22,3,497,95.18,70.92,1.41,35.01,1959,2.82,0.37,56800,289,360,23.9,17.4,13.5,3.69,76.01,69.27,86.91,95.63,23.7,1033.9,0.91,2,117,112,484,769,826,58,1493.43516,746,12867.2766531714
"135",13176,2.68,69.94,28.02,0.13,2.6,15.61,11.99,13778,62.13,0,13.05,34.8,30.57,16.23,16038,7265,8358,6166,58597,3214,68,6801,35.13,15.89,43.85,4.55,18.28,42.49,32.89,24.02,31.39,10.87,17.1,39.66,19.22,3.28,34.82,28.99,34.95,37.58,49.91,53.74,17.16,0.63752276867031,14.29,0.09,0.28,8.98,6.1,2.66,2.59,2.75,54.03,6.61,54.56,2,423,92.08,55.53,14.66,55.32,1951,15.53,0.86,25200,260,342,35.1,20.3,16.7,0.64,67.87,58.37,91.14,93.49,3.3,4012.2,1.39,1,8574.4281265558,348,214,549,71,101,45,69349.0294972359,84
"136",36427,2.73,1.02,94.16,4.38,1.95,11.32,5.3,56011,92.32,0.43,58.06,11.69,1.17,7.49,62126,23718,23984,24317,0,17700,716,17465,1.54,1.4,5.47,47.44,2.42,78.44,19.86,22.06,4.85,42.48,5.62,22.94,9.42,3.22,90.43,90.47,97.15,89.61,54.86,66.52,0.42,7.93367557031872,33.39,2.65,0.74,3.12,2.35,2.73,2.88,1.98,88.26,0.82,34.87,3,531,96.17,83.77,0,17.33,1979,0.19,0.07,163600,692,754,24.4,22.7,12.3,7.93,66.87,43.75,63.53,87.86,8.3,4401.5,4.71,0,260.5903693401,131,51,764,1051,151,50,1215.00636709062,179
"137",75728,2.36,29.12,67.89,2.38,1.72,11.33,14.81,40579,78.35,0.59,52.96,29.42,3.71,15.33,49718,21098,21127,21516,15815,17956,204,18928,5.83,5.17,15.21,34.68,5.77,63.8,17.35,27.95,7.37,40.2,9.2,31.59,12.43,3.01,76.41,75.88,90.61,78.47,58.49,69.51,1.71,14.1268751320516,26.24,3.71,1.89,4.85,3.01,2.34,2.81,1.78,64.85,2.34,53.15,2,2942,91.61,53.92,0.85,26.78,1968,0.66,0.28,85100,614,672,25.3,19.4,13.6,14.13,59.18,50.42,69.76,90.89,27.2,2786.6,0.74,3,3720.2036397494,136,353,906,776,59,20,5562.28031870563,1798
"138",22207,2.61,0.76,95.33,3.23,0.82,14.25,7.79,40324,87.53,0.91,55.09,17.85,3.07,11.44,47888,18818,19038,6689,17124,18432,781,6414,6.54,3.93,9.59,33.58,3.98,74.69,20.33,29.31,9.58,33.71,7.44,33.49,9.91,3.02,79.15,79.57,88.28,82.51,68.49,74.34,2.07,4.25991804386004,34.14,1.45,0.7,2.68,1.85,2.57,2.84,2.05,72.35,1.53,45.63,3,288,96.73,65.34,0.69,14.58,1968,1.06,0.08,102000,472,487,25,18,11.6,4.25,69.16,52.34,66.22,89.86,6.9,3228.3,4.44,0,2587.0871152874,265,282,234,1053,486,101,14113.0594645265,842
"139",23788,2.57,1.82,95.3,1.85,0.95,10.97,11.6,37093,84.49,0.68,50.33,24.37,2.93,17.4,40764,15820,15988,13191,15546,9965,441,14860,3.85,3.86,13.24,17.42,4.76,70.8,24.19,21.56,14.87,24.42,8.26,28.55,11.44,2.97,79,78.3,91.9,80.7,73.19,80.17,0.9,2.43820413653943,29.31,0.71,0.42,3.19,2.32,2.55,2.72,1.95,82.63,1.76,40.5,3,269,97.18,77.33,0.74,14.5,1958,0.22,0.23,78000,478,504,24.5,20.3,11.8,2.44,75.74,61.47,86.26,93.36,6,3993.4,3.31,3,2351.8235561679,132,267,84,1035,481,101,11576.524113704,648
"140",10795,2.63,6.33,92.86,0.26,0.33,15.03,11.96,28693,78.42,1.95,34.52,29.28,7.58,14.54,33427,12153,12500,7310,7863,22771,1894,12691,10.52,13.96,29.44,14.25,5.6,62.11,28.57,22.69,19.99,23.29,8.11,21.81,12.33,3.06,78.96,76.84,90.95,83.88,70,73.28,1.22,0.361278369615563,0,0,0.08,3.14,2.43,2.62,2.69,2.44,75.46,1.61,32.35,3,240,94.48,73.62,1.25,37.92,1968,5.23,1.03,55100,213,297,23.1,17.6,12.3,0.36,76.55,54.47,84.35,92,13,828.9,0.47,0,3,131,2,297,13,512,1099.4895414,781,17799.8104807781
"141",17366,2.66,22.83,75.96,0.92,0.37,15.31,10.91,27552,75.87,1.1,35.32,25.94,8.64,17.07,34483,12642,14642,6154,14503,7896,686,20326,17.16,10.44,26.91,23.13,6.07,58.93,13.14,37.57,12.54,30.47,8.11,27.98,12.87,3.13,70.34,66.66,71.75,69.62,61.1,70.15,5.6,1.11712541748244,55.67,0.62,0.36,4.3,3.1,2.58,2.72,2.37,63.52,2.75,39.72,3,274,95.97,60.22,1.09,48.91,1973,3.91,0.49,69300,278,372,25.8,17.8,12.9,1.12,77.18,51.01,81.3,89.53,10.9,1589.7,0,0,49,207,88,96,1224,306,2028.0656534,1824,21041.4928791892
"142",12747,2.82,12.07,82.57,0.38,8.07,15.99,8.72,32083,79.48,1.78,37.65,25.41,11.34,19.16,35732,12703,12367,14346,15840,94005,1730,8216,13.7,7.23,24.24,9.21,8.32,59.89,29.09,18.9,23.04,17.22,8.91,28.52,12.57,3.18,70.8,68.55,75.48,76.86,67.85,68.64,3.05,1.76512120498941,17.78,0.31,1,5.29,4.21,2.8,2.92,2.4,79.84,2.86,33.35,3,163,96.51,76.5,3.07,61.96,1963,2.35,0.47,46500,307,376,26.6,17.4,12.7,1.77,85.3,66.76,92.74,96.95,35.9,355.3,0.48,0,2330.2379699601,353,51,722,468,27,3,21450.0507567279,330
"143",11631,2.93,0.65,96.03,2.28,2.61,17.68,4.75,47513,92.68,0.84,46.17,11.17,2.78,12.31,53178,17438,17595,21188,4965,11941,678,13471,3.61,5.18,14.97,15.62,5.09,72.41,30.69,20.81,14.37,23,7.69,28.94,9.96,3.37,87.11,86.79,95.97,92.5,54,68.48,1.14,4.16129309603645,25,1.04,0.81,4.32,3.41,2.9,3.31,1.89,81.04,1.64,35.36,3,177,95.72,70.93,0.56,11.86,1975,1.26,0.17,89700,433,484,23.5,15.8,14,4.16,78.93,60.19,91.01,94.24,6.7,1734.9,0.76,0,794.9759925521,265,101,839,1068,551,50,9981.73839353538,1592
"144",14789,2.37,0.22,98.77,0.67,0.76,12.71,15.39,28381,73.54,2.4,50.61,32.4,5.77,19.32,35138,13870,13949,8896,42466,4187,642,12930,7.49,8.24,21.01,15.64,4,61.18,34.56,21.22,18.66,21.12,8.76,21.04,10.77,2.88,77.34,75.67,83.77,77.47,74.05,78.84,1.07,1.23740618026912,49.18,0.61,0.58,2.15,1.46,2.34,2.53,1.88,75.76,1,47.81,3,248,96.17,69.91,0.4,39.92,1956,2.62,0.08,46800,258,300,20.8,15.2,12.1,1.24,79.52,55.78,83.56,93.56,9.3,1593,0.25,0,3,2,67,729,971,306,5938.5737588,1910,53719.4790641693
"145",70811,2.85,4.21,93.23,1.26,2.81,15.39,7.33,32659,81.77,0.38,31.61,20.72,11.19,15.91,36244,12955,13147,10051,11526,10905,44,10039,11.92,9.06,31.8,6.76,8.88,59.98,28.38,14.27,23.73,14.34,10.82,30.64,14.91,3.21,68.46,66,76.21,73.52,48.12,56.84,3.36,3.89911171993052,21.08,0.82,0.69,5.23,4.07,2.82,2.92,2.59,70.31,3.17,39.81,3,866,96.63,67.75,2.19,24.25,1962,2.6,0.31,48400,387,457,23.2,15.9,12.8,3.9,74.75,59.51,91.92,94.73,24.5,2894.5,0.69,4,2073.5488868053,61,361,779,721,448,104,3529.8878518949,1682
"146",38936,2.5,2.45,93.6,0.45,5.62,13.57,14.05,21380,67.91,0.37,38.65,33.89,15.24,20.04,28038,10782,10973,7842,9825,3677,1424,7438,18.06,10.61,30,9.41,13.52,51.65,20.53,24.45,19,20.01,10.83,31.08,14.05,3.1,66.08,66.4,72.27,73.78,56.52,63.85,2.52,0.940004109307582,10.66,0.1,0.66,4.85,3.23,2.48,2.61,2.21,70.96,1.65,44.89,3,802,95.1,67.48,2.37,48.88,1939,4.81,0.46,32600,268,312,29.2,17.3,14.3,0.94,88.91,63.14,88.46,96.22,10.8,3613.2,1.55,0,1792.4432810198,313,139,461,225,49,4,5764.44236958034,1275
"147",73233,2.62,22.87,70.57,4.83,3.67,17.76,10.1,41115,83.04,0.78,58.96,20.98,3.43,11.4,53625,22346,26720,11643,11626,13868,1482,12044,9.85,4.87,10.82,57.99,4.28,65.86,10.87,44.55,5.07,48.2,6.9,45.73,11.65,3.02,72.34,69.27,89.27,67.48,65.9,75.66,4.51,11.4552182759139,44.69,5.12,1,4.93,2.86,2.31,2.6,2,57.49,2.58,58.32,2,1210,95.85,51.06,1.24,27.11,1939,1.28,0.41,184800,584,636,27.9,20.8,12.9,11.46,48.18,44.94,74.19,78.07,8,9117.7,21.73,1,2259.0063864553,152,181,106,864,337,35,3540.76220618478,1880
"148",11314,2.65,35.15,62.76,0.28,3.34,15.79,11.06,17500,65.84,0.31,20.7,30.36,26.54,18.67,22174,8872,9043,8612,8742,9976,1443,7426,28.51,12.31,36.03,6.14,17.07,44.54,32.43,16.46,28.24,11.19,16.26,37.9,18.8,3.27,46.34,43.09,48.35,50.5,39.55,52.74,11.21,2.40410111366449,10.66,0.26,0.87,8.34,5.67,2.65,2.81,2.47,56.47,4.03,50.51,2,398,91.47,53.23,8.29,42.71,1939,11.06,0.56,22700,257,325,32.2,17.4,14.5,2.4,73.05,61.23,95.09,96.45,2.8,4093.3,3.88,2,1440.4625176148,269,550,240,962,68,32,19988.1785187803,1884
"149",19278,2.61,6.4,91.39,1.78,1.45,11.46,14.85,47064,78.78,0.34,65.33,29.39,1.47,18.8,53605,20979,21060,18114,17154,29197,554,15127,1.36,3.33,9.5,38.04,3.61,64.59,13.34,31.23,4.21,43.2,5.82,23.93,8.68,3.09,87.73,86.75,98.51,88.93,62.35,71.16,0.64,3.94231766780786,15.13,0.6,0.51,3.44,2.53,2.58,2.7,1.82,90.14,0.34,36.08,3,165,97.81,86,1.21,32.12,1961,0.2,0,99900,512,573,27.9,19.1,12.7,3.94,74.59,60.19,90.52,93.54,5.4,3554.2,19.22,0,2525.39670884,112,546,750,1255,71,50,16513.1066959228,1234
"150",16761,2.54,6.89,91.91,0.85,0.67,13.06,13.08,26298,74.61,0.92,42.93,29.8,8.26,14.78,33296,12606,13009,7646,6476,9234,1226,6025,14.22,13.96,26.24,21.59,5.45,58.21,26.92,26.1,19.89,30.46,8.97,21.91,13.29,2.99,73.77,70.28,77.93,78.34,64.36,67.48,1.55,1.46172662728954,29.39,0.43,0.3,3.12,2.29,2.51,2.59,2.35,67.11,1.7,38.58,3,512,92.81,64.92,1.95,35.74,1965,9.48,0.15,55800,230,304,25,18.7,12.9,1.46,65.09,51.62,75.51,87.02,23,730.1,0.28,0,99,353,123,151,1081,499,905.5234168,399,15730.1080890162
"151",29040,2.41,0.93,97.28,0.52,2.91,14.06,14.83,24146,73.21,1.45,46.7,35.45,6.39,15.93,31225,12229,12366,6227,0,3176,1581,9475,9.63,7.54,20.34,16.28,4,62.27,19.62,27.75,17.99,22.51,8.47,25.97,11.3,2.95,75.4,74.67,82.6,81.69,76.17,80.04,1.99,1.11225895316804,18.58,0.21,0.39,2.15,1.38,2.32,2.51,1.96,71.19,0.87,49.25,3,642,94.93,65.84,2.02,35.36,1952,4.37,0.11,44100,258,322,25.2,16.8,12.9,1.11,76.51,55.85,82.26,92.97,26.5,1095.2,1.02,2,99,34,255,558,345,525,-0.117984,61,4916.94909090909
"152",37826,2.48,5.59,91.27,1.96,2.01,13.34,8.91,34324,84.96,0.56,46.35,20.27,4.3,11.15,40946,15453,15713,12604,15518,11899,398,11807,4.98,5.59,16.08,26,3.43,73.61,26.24,19.76,15.89,27.19,9.1,30.03,12.98,3.09,77.16,77.41,87.6,77.97,66.08,75.34,2.17,4.70575794427114,33.26,1.57,1.05,3.82,2.51,2.47,2.82,1.97,66.12,2.08,55.9,2,1090,93.33,57.7,0.37,12.48,1975,1.13,0.08,78100,432,475,22.7,18.7,13.4,4.71,74.57,44.53,77.94,90.59,21.8,1735.5,0.47,1,2758.0206145074,207,457,269,287,581,140,9049.38564613599,1172
"153",28132,2.64,1.37,96.8,0.96,2.15,13.98,9.12,40174,84.53,1.37,59.13,21.25,2.86,15.72,46770,17747,17805,17587,15049,14633,545,14202,4.73,2.92,9.93,34.21,3.92,69.27,16.87,23.88,9.41,35.54,7.71,22.77,10.54,3.09,82.31,82.02,89.13,79.63,67.02,72.43,1.5,1.83421015213991,14.53,0.27,0.45,3.27,2.44,2.62,2.8,2.11,78.88,0.8,34.45,3,400,96.38,73.72,1.25,19.75,1968,0.93,0.12,67500,335,415,21,17.3,12,1.84,54.35,53.52,76.72,83.03,22,1278.9,0.49,0,99,50,56,267,1357,253,2104.4214602,1252,14152.6427562918
"154",65410,2.31,0.51,97.9,1.11,1.06,9.63,14.22,36835,78.81,0.48,57.42,28.43,3.12,18.81,44446,18065,18145,12471,20283,13824,298,13364,4.56,3.64,13.95,28.42,4.36,66.01,19.21,25.59,8.96,33.74,9.22,30.75,13.14,2.95,79.54,79.12,92.1,78.95,61.98,68.53,0.74,6.38281608316771,20.5,1.31,0.62,3.12,1.93,2.29,2.51,1.78,76.76,1.22,42.67,3,819,97.19,69.98,0.37,19.29,1953,0.99,0.16,75600,465,497,23.6,17.9,13.3,6.38,74.66,59.55,82.75,94.3,12.2,5340.5,0.74,1,3301.5995450258,298,85,446,479,267,4,5634.61174900749,935
